3027	740 752 615 503
3028	740 752 615 503
3029	740 752 615 503
3030	740 752 615 503
3031	740 752 615 503
3032	740 752 615 503
3033	740 752 615 503
3034	740 752 615 503
3035	740 752 615 503
3036	740 752 615 503
3037	740 752 615 503
3038	407 61 845 240 798
3039	407 61 845 240 798
3040	407 61 845 240 798
3041	740 773 220 32
3042	740 222 233 235
3043	740 222 233 235 0 617 142 1 368 861
3044	740 222 233 235
3045	617 142 597 32 905
3046	617 142 597 32 905
3047	617 142 597 32 905 0 407 4 2 365 460 495
3048	740 388 585 17
3050	740 388 585 17
3051	740 388 585 17
3052	740 900 850 407 61 845 806
3053	740 900 850 407 61 845 806
3054	740 900 850 407 61 845 806
3055	740 900 850 407 61 845 806
3056	740 900 850 407 61 845 806
3057	740 900 850 407 61 845 806
3059	749
3063	781
3064	777
3065	777
3071	840 32
3074	740 760 175 176 220 415 798 2 299 530 820
3075	190 125 575
3077	842 374 125 0 740 803 60 692 740 690 435 255 60 692
3078	617 243 741 615 440 220
3079	740 560 233 2 291 690 564
3080	679 740 176 240 798 2 861
3081	520 33 706 240 220 32 368 263
3084	679 740 220 415 1 820 812 820 140 820
3087	740 482 55 240 235 745 740 590
3088	226 415 2 190 751
3089	740 585 17 740 240 2 817 90 370
3091	740 100 235 233 741 60 920
3092	90 740 100 220 32 741 361
3093	820 571
3094	520 220 415 519 2 817
3095	740 717 220 240 2 820
3096	679 740 235 2 861
3097	740 717 233 2 220 880 689
3098	520 240
3100	740 798 220 415 741 72
3101	390 704 1 820
3103	151 62 820 500 706
3104	871 740 637 0 740 798 460 350 2 374 575
3105	740 440 231 60 692
3109	154 31 1 520 33 705
3110	740 690 435 255 240 235 745 60 920
3111	740 405 590 235
3112	405 17
3113	520 33 706 220 415
3114	740 388 807 33 706 233 235 168 32
3115	740 923 70 32 33 706 231 242 2 861 901
3116	740 752 6 503 236 806 2 31 502
3118	520 70 255 832 220 3 853
3119	740 798 231 2 298 460 32
3122	520 235 806
3126	740 100 415 2 130 35 171
3127	740 760 820 368 263
3131	400 131
3132	740 772 240 803
3133	740 773 240 2 861 31
3134	740 61 2 390 140
3135	400 390 4
3137	390 3 2 861
3138	226 803 717 2 764
3139	740 585 17 33 705 233 798 803 2 861 603
3142	740 142 61 2 861
3146	740 585 240 220 32 2 817
3147	740 460 510 235 220 32 2 861
3148	390 721 790 2 861
3149	90 740 220 3 741 252 530
3150	31 850 140 236 220 32 803 2 820
3151	740 100 415 2 820
3152	740 575 17 2 820
3153	234 415
3154	740 384 90 351 741 33 272
3155	151 220
3156	520 400 350 2 817
3157	151 740 760 220 0 892 590 850 32
3158	33 33 368 390 590
3159	740 760 235 2 390 125 195
3163	90 740 100 415 2 31 350 550 692
3164	226 491 742 705 575
3165	151 416
3166	90 850 32 60 573
3168	307 350 617 741
3169	740 440 220 32 741 390 590 32
3171	828 0 400 798 243
3172	408 4
3173	740 773 60 820
3176	520 33 706 806
3177	740 760 705 742 60 920
3178	740 337 484 741 60 920
3179	740 100 176 2 812 31
3180	520 33 705 233 235 808
3181	740 760 1 240 742 530 786
3182	520 240 806
3185	226 140 2
3190	740 32 840 585 17 2 817
3191	173 520 235 60 550
3193	520 70 921
3194	740 773 156 2 820
3195	520 33 706 2 861
3196	740 912 1 740 621
3197	151 61 2 861
3198	368 390 710
3199	740 255 705 2 861
3200	740 798 233 741 175
3202	740 482 235 2 824
3206	679 740 575 17 2 817
3207	740 388 235 240 798 2 861
3208	804 231 2 861
3209	156 260 2 817
3210	368 140 706
3212	585 831 91
3214	234 803 741 82 350
3216	106 741 500 209
3217	390 5 2 817
3219	520 235 803 1 368 861
3222	520 460 495 2 595 906
3223	740 731
3224	226 32 803
3225	740 58
3226	161 390 590 2 861
3227	740 176 33 705 240 235 803
3228	520 70 233 798 2 861
3229	740 690 435 255 2 817
3230	520 382 878
3232	520 233 240 803 2 817
3235	390 16
3236	740 61 2 817
3237	368 390 831
3240	590 165 32 840
3242	400 97
3244	740 337 176
3245	527 550 740 240 2 808
3246	151 390 590 900 2 861
3248	400 368 55
3249	740 142 61 31 741 125 575
3250	156 3
3251	740 100 415 2 817
3252	32 316 33 705 233 1 920 374
3258	740 923
3259	740 55 232 233
